timestamp,tick (Âµs),input,delta (time input was stable)
Thu Jan  9 13:30:12 2020,807490285,0,
Thu Jan  9 13:30:12 2020,807490450,1,165
Thu Jan  9 13:30:12 2020,807490765,0,315
Thu Jan  9 13:30:13 2020,808598338,1,1107573
Thu Jan  9 13:30:13 2020,808598682,0,344
Thu Jan  9 13:30:13 2020,808598818,1,136
Thu Jan  9 14:19:10 2020,3745385630,0,2936786812
Thu Jan  9 14:19:10 2020,3745385740,1,110
Thu Jan  9 14:19:10 2020,3745386170,0,430
Thu Jan  9 14:19:10 2020,3745386375,1,205
Thu Jan  9 14:19:10 2020,3745386545,0,170
Thu Jan  9 14:19:11 2020,3746347358,1,960813
Thu Jan  9 14:19:11 2020,3746347403,0,45
Thu Jan  9 14:19:11 2020,3746347649,1,246
Thu Jan  9 14:19:11 2020,3746347768,0,119
Thu Jan  9 14:19:11 2020,3746347918,1,150
Thu Jan  9 14:19:11 2020,3746348708,0,790
Thu Jan  9 14:19:11 2020,3746348838,1,130
Thu Jan  9 14:50:06 2020,1306814898,0,2439533940
Thu Jan  9 14:50:06 2020,1306815013,1,115
Thu Jan  9 14:50:06 2020,1306815438,0,425
Thu Jan  9 14:50:06 2020,1306815633,1,195
Thu Jan  9 14:50:06 2020,1306815823,0,190
Thu Jan  9 14:50:07 2020,1307885760,1,1069937
Thu Jan  9 14:52:01 2020,1421197117,0,113311357
Thu Jan  9 14:52:01 2020,1421197227,1,110
Thu Jan  9 14:52:01 2020,1421197722,0,495
Thu Jan  9 14:52:01 2020,1421197797,1,75
Thu Jan  9 14:52:01 2020,1421197832,0,35
Thu Jan  9 14:52:01 2020,1421197887,1,55
Thu Jan  9 14:52:01 2020,1421197972,0,85
Thu Jan  9 14:52:01 2020,1421198007,1,35
Thu Jan  9 14:52:01 2020,1421198142,0,135
Thu Jan  9 14:52:02 2020,1422321910,1,1123768
Thu Jan  9 14:52:02 2020,1422322020,0,110
Thu Jan  9 14:52:02 2020,1422322360,1,340
Thu Jan  9 14:52:02 2020,1422322575,0,215
Thu Jan  9 14:52:02 2020,1422322750,1,175
Thu Jan  9 16:46:59 2020,4024793481,0,2602470731
Thu Jan  9 16:46:59 2020,4024793586,1,105
Thu Jan  9 16:46:59 2020,4024794037,0,451
Thu Jan  9 16:46:59 2020,4024794216,1,179
Thu Jan  9 16:46:59 2020,4024794431,0,215
Thu Jan  9 16:47:00 2020,4025726338,1,931907
Thu Jan  9 16:47:00 2020,4025727153,0,815
Thu Jan  9 16:47:00 2020,4025727378,1,225
Thu Jan  9 16:55:47 2020,257764001,0,3767963377
Thu Jan  9 16:55:47 2020,257764106,1,105
Thu Jan  9 16:55:47 2020,257764601,0,495
Thu Jan  9 16:55:47 2020,257764746,1,145
Thu Jan  9 16:55:47 2020,257764931,0,185
Thu Jan  9 16:55:48 2020,258839439,1,1074508
Thu Jan  9 16:55:48 2020,258839589,0,150
Thu Jan  9 16:55:48 2020,258839959,1,370
Thu Jan  9 16:55:48 2020,258840124,0,165
Thu Jan  9 16:55:48 2020,258840369,1,245
Thu Jan  9 19:17:00 2020,140966509,0,117873860
Thu Jan  9 19:17:00 2020,140966614,1,105
Thu Jan  9 19:17:00 2020,140966969,0,355
Thu Jan  9 19:17:00 2020,140967054,1,85
Thu Jan  9 19:17:00 2020,140967209,0,155
Thu Jan  9 19:17:00 2020,140967244,1,35
Thu Jan  9 19:17:00 2020,140967404,0,160
Thu Jan  9 19:17:00 2020,140967649,1,245
Thu Jan  9 19:17:00 2020,140967704,0,55
Thu Jan  9 19:17:01 2020,142015832,1,1048128
Thu Jan  9 19:17:01 2020,142015936,0,104
Thu Jan  9 19:17:01 2020,142015981,1,45
Thu Jan  9 19:17:01 2020,142016326,0,345
Thu Jan  9 19:17:01 2020,142016481,1,155
Thu Jan  9 19:17:01 2020,142016622,0,141
Thu Jan  9 19:17:01 2020,142016676,1,54
Fri Jan 10 13:12:53 2020,269505538,0,127488862
Fri Jan 10 13:12:53 2020,269505703,1,165
Fri Jan 10 13:12:53 2020,269506038,0,335
Fri Jan 10 13:12:54 2020,270598696,1,1092658
Fri Jan 10 13:12:54 2020,270599137,0,441
Fri Jan 10 13:12:54 2020,270599271,1,134
Fri Jan 10 13:52:10 2020,2626676814,0,2356077543
Fri Jan 10 13:52:10 2020,2626676924,1,110
Fri Jan 10 13:52:10 2020,2626677404,0,480
Fri Jan 10 13:52:10 2020,2626677459,1,55
Fri Jan 10 13:52:10 2020,2626677609,0,150
Fri Jan 10 13:52:10 2020,2626677754,1,145
Fri Jan 10 13:52:10 2020,2626677799,0,45
Fri Jan 10 13:52:11 2020,2627772961,1,1095162
Fri Jan 10 13:52:11 2020,2627773072,0,111
Fri Jan 10 13:52:11 2020,2627773227,1,155
Fri Jan 10 13:52:11 2020,2627773406,0,179
Fri Jan 10 13:52:11 2020,2627773496,1,90
Fri Jan 10 15:15:04 2020,3305884927,0,678111431
Fri Jan 10 15:15:04 2020,3305885032,1,105
Fri Jan 10 15:15:04 2020,3305885458,0,426
Fri Jan 10 15:15:04 2020,3305885497,1,39
Fri Jan 10 15:15:04 2020,3305885537,0,40
Fri Jan 10 15:15:04 2020,3305885627,1,90
Fri Jan 10 15:15:04 2020,3305885812,0,185
Fri Jan 10 15:15:05 2020,3306916205,1,1030393
Fri Jan 10 15:15:05 2020,3306916250,0,45
Fri Jan 10 15:15:05 2020,3306916590,1,340
Fri Jan 10 15:15:05 2020,3306916855,0,265
Fri Jan 10 15:15:05 2020,3306916925,1,70
Fri Jan 10 16:07:42 2020,2169217404,0,1137699521
Fri Jan 10 16:07:42 2020,2169217514,1,110
Fri Jan 10 16:07:42 2020,2169218014,0,500
Fri Jan 10 16:07:42 2020,2169218154,1,140
Fri Jan 10 16:07:42 2020,2169218364,0,210
Fri Jan 10 16:07:43 2020,2170230742,1,1012378
Fri Jan 10 16:07:43 2020,2170231097,0,355
Fri Jan 10 16:07:43 2020,2170231287,1,190
Fri Jan 10 16:07:43 2020,2170231532,0,245
Fri Jan 10 16:07:43 2020,2170231742,1,210
Fri Jan 10 18:13:34 2020,1131022845,0,1039208897
Fri Jan 10 18:13:34 2020,1131022950,1,105
Fri Jan 10 18:13:34 2020,1131023330,0,380
Fri Jan 10 18:13:34 2020,1131023390,1,60
Fri Jan 10 18:13:34 2020,1131023430,0,40
Fri Jan 10 18:13:34 2020,1131023600,1,170
Fri Jan 10 18:13:34 2020,1131023740,0,140
Fri Jan 10 18:13:35 2020,1132092303,1,1068563
Fri Jan 10 18:13:35 2020,1132092478,0,175
Fri Jan 10 18:13:35 2020,1132093468,1,990
Fri Jan 10 18:13:35 2020,1132093773,0,305
Fri Jan 10 18:13:35 2020,1132093828,1,55
Fri Jan 10 18:13:35 2020,1132093873,0,45
Fri Jan 10 18:13:35 2020,1132093958,1,85
Mon Jan 13 13:50:20 2020,4020875467,0,2888781509
Mon Jan 13 13:50:20 2020,4020875582,1,115
Mon Jan 13 13:50:20 2020,4020875867,0,285
Mon Jan 13 13:50:21 2020,4021907194,1,1031327
Mon Jan 13 13:50:21 2020,4021907314,0,120
Mon Jan 13 13:50:21 2020,4021907614,1,300
Mon Jan 13 14:02:06 2020,432056848,0,3589850766
Mon Jan 13 14:02:06 2020,432056883,1,35
Mon Jan 13 14:02:06 2020,432056998,0,115
Mon Jan 13 14:02:07 2020,433054495,1,997497
Mon Jan 13 14:02:07 2020,433054650,0,155
Mon Jan 13 14:02:07 2020,433054790,1,140
Mon Jan 13 15:34:31 2020,1682123581,0,1249068791
Mon Jan 13 15:34:31 2020,1682123677,1,96
Mon Jan 13 15:34:31 2020,1682123747,0,70
Mon Jan 13 15:34:32 2020,1683238638,1,1114891
Mon Jan 13 15:34:32 2020,1683238913,0,275
Mon Jan 13 15:34:32 2020,1683238963,1,50
Mon Jan 13 15:34:32 2020,1683238998,0,35
Mon Jan 13 15:34:32 2020,1683239093,1,95
Mon Jan 13 15:34:32 2020,1683239303,0,210
Mon Jan 13 15:34:32 2020,1683239353,1,50
Mon Jan 13 15:34:32 2020,1683239413,0,60
Mon Jan 13 15:34:32 2020,1683239548,1,135
Mon Jan 13 15:55:40 2020,2951778749,0,1268539201
Mon Jan 13 15:55:40 2020,2951778854,1,105
Mon Jan 13 15:55:40 2020,2951779349,0,495
Mon Jan 13 15:55:40 2020,2951779504,1,155
Mon Jan 13 15:55:40 2020,2951779644,0,140
Mon Jan 13 15:55:40 2020,2951779689,1,45
Mon Jan 13 15:55:40 2020,2951779729,0,40
Mon Jan 13 15:55:42 2020,2952870582,1,1090853
Mon Jan 13 15:55:42 2020,2952870882,0,300
Mon Jan 13 15:55:42 2020,2952871057,1,175
Mon Jan 13 15:55:42 2020,2952871487,0,430
Mon Jan 13 15:55:42 2020,2952871622,1,135
Mon Jan 13 16:13:16 2020,4006845005,0,1053973383
Mon Jan 13 16:13:16 2020,4006845115,1,110
Mon Jan 13 16:13:16 2020,4006845605,0,490
Mon Jan 13 16:13:16 2020,4006845770,1,165
Mon Jan 13 16:13:16 2020,4006845865,0,95
Mon Jan 13 16:13:17 2020,4007857837,1,1011972
Mon Jan 13 16:13:17 2020,4007858102,0,265
Mon Jan 13 16:13:17 2020,4007858232,1,130
Mon Jan 13 16:13:17 2020,4007858282,0,50
Mon Jan 13 16:13:17 2020,4007858968,1,686
Mon Jan 13 16:14:39 2020,4090463856,0,82604888
Mon Jan 13 16:14:39 2020,4090463956,1,100
Mon Jan 13 16:14:39 2020,4090464271,0,315
Mon Jan 13 16:14:39 2020,4090464397,1,126
Mon Jan 13 16:14:39 2020,4090464516,0,119
Mon Jan 13 16:14:40 2020,4091485979,1,1021463
Mon Jan 13 16:16:33 2020,4204093634,0,112607655
Mon Jan 13 16:16:33 2020,4204093739,1,105
Mon Jan 13 16:16:33 2020,4204094099,0,360
Mon Jan 13 16:16:33 2020,4204094494,1,395
Mon Jan 13 16:16:33 2020,4204094559,0,65
Mon Jan 13 16:16:34 2020,4205159762,1,1065203
Mon Jan 13 18:31:06 2020,3687813446,0,517346316
Mon Jan 13 18:31:06 2020,3687813551,1,105
Mon Jan 13 18:31:06 2020,3687814061,0,510
Mon Jan 13 18:31:06 2020,3687814111,1,50
Mon Jan 13 18:31:06 2020,3687814161,0,50
Mon Jan 13 18:31:06 2020,3687814206,1,45
Mon Jan 13 18:31:06 2020,3687814306,0,100
Mon Jan 13 18:31:07 2020,3688834903,1,1020597
Mon Jan 13 18:31:07 2020,3688835293,0,390
Mon Jan 13 18:31:07 2020,3688835423,1,130
Mon Jan 13 18:31:07 2020,3688835698,0,275
Mon Jan 13 18:31:07 2020,3688835978,1,280
Mon Jan 13 19:23:53 2020,2559108828,0,1129727150
Mon Jan 13 19:23:53 2020,2559108933,1,105
Mon Jan 13 19:23:53 2020,2559109338,0,405
Mon Jan 13 19:23:53 2020,2559109378,1,40
Mon Jan 13 19:23:53 2020,2559109443,0,65
Mon Jan 13 19:23:53 2020,2559109488,1,45
Mon Jan 13 19:23:53 2020,2559109723,0,235
Mon Jan 13 19:23:53 2020,2559109763,1,40
Mon Jan 13 19:23:53 2020,2559109843,0,80
Mon Jan 13 19:23:54 2020,2560090281,1,980438
Mon Jan 13 19:23:54 2020,2560090481,0,200
Mon Jan 13 19:23:54 2020,2560090746,1,265
Mon Jan 13 19:23:54 2020,2560091291,0,545
Mon Jan 13 19:23:54 2020,2560091336,1,45
Tue Jan 14 13:46:19 2020,4281739767,0,1721648431
Tue Jan 14 13:46:19 2020,4281739932,1,165
Tue Jan 14 13:46:19 2020,4281740287,0,355
Tue Jan 14 13:46:20 2020,4282670839,1,930552
Tue Jan 14 13:46:20 2020,4282671009,0,170
Tue Jan 14 13:46:20 2020,4282671204,1,195
Tue Jan 14 16:08:07 2020,4200267709,0,82403495
Tue Jan 14 16:08:07 2020,4200267819,1,110
Tue Jan 14 16:08:07 2020,4200268229,0,410
Tue Jan 14 16:08:07 2020,4200268399,1,170
Tue Jan 14 16:08:07 2020,4200268559,0,160
Tue Jan 14 16:08:07 2020,4200268604,1,45
Tue Jan 14 16:08:07 2020,4200268674,0,70
Tue Jan 14 16:08:08 2020,4201271746,1,1003072
Tue Jan 14 16:08:08 2020,4201271961,0,215
Tue Jan 14 16:08:08 2020,4201272116,1,155
Tue Jan 14 16:08:08 2020,4201272151,0,35
Tue Jan 14 16:08:08 2020,4201272471,1,320
Tue Jan 14 16:08:08 2020,4201272572,0,101
Tue Jan 14 16:08:08 2020,4201272881,1,309
Tue Jan 14 16:33:50 2020,1447948872,0,2753324009
Tue Jan 14 16:33:50 2020,1447948982,1,110
Tue Jan 14 16:33:50 2020,1447949397,0,415
Tue Jan 14 16:33:50 2020,1447949573,1,176
Tue Jan 14 16:33:50 2020,1447949852,0,279
Tue Jan 14 16:33:51 2020,1449002775,1,1052923
Tue Jan 14 16:33:51 2020,1449003750,0,975
Tue Jan 14 16:33:51 2020,1449003915,1,165
Tue Jan 14 16:34:51 2020,1508416765,0,59412850
Tue Jan 14 16:34:51 2020,1508416850,1,85
Tue Jan 14 16:34:51 2020,1508417185,0,335
Tue Jan 14 16:34:51 2020,1508417315,1,130
Tue Jan 14 16:34:51 2020,1508417465,0,150
Tue Jan 14 16:34:51 2020,1508417585,1,120
Tue Jan 14 16:34:51 2020,1508417630,0,45
Tue Jan 14 16:34:52 2020,1509393358,1,975728
Tue Jan 14 16:34:52 2020,1509393393,0,35
Tue Jan 14 16:34:52 2020,1509393793,1,400
Tue Jan 14 16:34:52 2020,1509394068,0,275
Tue Jan 14 16:34:52 2020,1509394248,1,180
Tue Jan 14 16:34:52 2020,1509394383,0,135
Tue Jan 14 16:34:52 2020,1509394628,1,245
Tue Jan 14 16:34:52 2020,1509394703,0,75
Tue Jan 14 16:34:52 2020,1509394853,1,150
Tue Jan 14 16:42:03 2020,1940441979,0,431047126
Tue Jan 14 16:42:03 2020,1940442019,1,40
Tue Jan 14 16:42:03 2020,1940442419,0,400
Tue Jan 14 16:42:03 2020,1940442539,1,120
Tue Jan 14 16:42:03 2020,1940442574,0,35
Tue Jan 14 16:42:03 2020,1940442614,1,40
Tue Jan 14 16:42:03 2020,1940442804,0,190
Tue Jan 14 16:42:04 2020,1941565556,1,1122752
Tue Jan 14 16:42:04 2020,1941565746,0,190
Tue Jan 14 16:42:04 2020,1941565976,1,230
Tue Jan 14 16:42:04 2020,1941566812,0,836
Tue Jan 14 16:42:04 2020,1941567027,1,215
Wed Jan 15 10:12:33 2020,547360631,0,1394206396
Wed Jan 15 10:12:33 2020,547360731,1,100
Wed Jan 15 10:12:33 2020,547360891,0,160
Wed Jan 15 10:12:35 2020,548409469,1,1048578
Wed Jan 15 10:12:35 2020,548410244,0,775
Wed Jan 15 10:12:35 2020,548410304,1,60
Wed Jan 15 13:01:38 2020,2102272035,0,1553861731
Wed Jan 15 13:01:38 2020,2102272140,1,105
Wed Jan 15 13:01:38 2020,2102272590,0,450
Wed Jan 15 13:01:38 2020,2102272815,1,225
Wed Jan 15 13:01:38 2020,2102272920,0,105
Wed Jan 15 13:01:39 2020,2103390718,1,1117798
Wed Jan 15 13:01:39 2020,2103390883,0,165
Wed Jan 15 13:01:39 2020,2103391078,1,195
Wed Jan 15 13:01:39 2020,2103391853,0,775
Wed Jan 15 13:01:39 2020,2103391888,1,35
Wed Jan 15 13:01:39 2020,2103392108,0,220
Wed Jan 15 13:01:39 2020,2103392153,1,45
Wed Jan 15 13:02:55 2020,2178953729,0,75561576
Wed Jan 15 13:02:55 2020,2178953829,1,100
Wed Jan 15 13:02:55 2020,2178954329,0,500
Wed Jan 15 13:02:55 2020,2178954459,1,130
Wed Jan 15 13:02:55 2020,2178954739,0,280
Wed Jan 15 13:02:56 2020,2179975242,1,1020503
Wed Jan 15 13:02:56 2020,2179975302,0,60
Wed Jan 15 13:02:56 2020,2179975717,1,415
Wed Jan 15 13:02:56 2020,2179976137,0,420
Wed Jan 15 13:02:56 2020,2179976182,1,45
Wed Jan 15 13:02:56 2020,2179976352,0,170
Wed Jan 15 13:02:56 2020,2179976397,1,45
Wed Jan 15 13:02:56 2020,2179976492,0,95
Wed Jan 15 13:02:56 2020,2179976602,1,110
Wed Jan 15 13:02:56 2020,2179976642,0,40
Wed Jan 15 13:02:56 2020,2179976717,1,75
Wed Jan 15 14:10:06 2020,1914808785,0,265167932
Wed Jan 15 14:10:07 2020,1915780952,1,972167
Wed Jan 15 14:10:07 2020,1915781162,0,210
Wed Jan 15 14:10:07 2020,1915781727,1,565
Wed Jan 15 14:10:07 2020,1915781817,0,90
Wed Jan 15 14:10:07 2020,1915782053,1,236
Wed Jan 15 16:05:05 2020,246860754,0,1668921299
Wed Jan 15 16:05:05 2020,246860764,1,10
Wed Jan 15 16:05:05 2020,246860784,0,20
Wed Jan 15 16:05:05 2020,246860804,1,20
Wed Jan 15 16:05:05 2020,246861269,0,465
Wed Jan 15 16:05:05 2020,246861294,1,25
Wed Jan 15 16:05:05 2020,246861334,0,40
Wed Jan 15 16:05:05 2020,246861449,1,115
Wed Jan 15 16:05:05 2020,246861784,0,335
Wed Jan 15 16:05:05 2020,246861814,1,30
Wed Jan 15 16:05:05 2020,246861834,0,20
Wed Jan 15 16:05:05 2020,246861889,1,55
Wed Jan 15 16:05:05 2020,246861949,0,60
Wed Jan 15 16:05:05 2020,246862129,1,180
Wed Jan 15 16:05:05 2020,246862194,0,65
Wed Jan 15 16:05:07 2020,247962981,1,1100787
Wed Jan 15 16:05:07 2020,247962996,0,15
Wed Jan 15 16:05:07 2020,247963181,1,185
Wed Jan 15 16:05:07 2020,247963311,0,130
Wed Jan 15 16:05:07 2020,247963371,1,60
Wed Jan 15 16:05:07 2020,247963411,0,40
Wed Jan 15 16:05:07 2020,247963736,1,325
Wed Jan 15 16:05:07 2020,247963776,0,40
Wed Jan 15 16:05:07 2020,247964071,1,295
Wed Jan 15 16:26:11 2020,1512423922,0,1264459851
Wed Jan 15 16:26:11 2020,1512423932,1,10
Wed Jan 15 16:26:11 2020,1512424367,0,435
Wed Jan 15 16:26:11 2020,1512424397,1,30
Wed Jan 15 16:26:11 2020,1512424437,0,40
Wed Jan 15 16:26:11 2020,1512424452,1,15
Wed Jan 15 16:26:11 2020,1512424492,0,40
Wed Jan 15 16:26:11 2020,1512424537,1,45
Wed Jan 15 16:26:11 2020,1512424727,0,190
Wed Jan 15 16:26:11 2020,1512424757,1,30
Wed Jan 15 16:26:11 2020,1512424802,0,45
Wed Jan 15 16:26:11 2020,1512425012,1,210
Wed Jan 15 16:26:11 2020,1512425022,0,10
Wed Jan 15 16:26:11 2020,1512425131,1,109
Wed Jan 15 16:26:11 2020,1512425156,0,25
Wed Jan 15 16:26:12 2020,1513405159,1,980003
Wed Jan 15 16:26:12 2020,1513405460,0,301
Wed Jan 15 16:26:12 2020,1513405514,1,54
Wed Jan 15 16:26:12 2020,1513405604,0,90
Wed Jan 15 16:26:12 2020,1513405784,1,180
Wed Jan 15 16:46:05 2020,2706819979,0,1193414195
Wed Jan 15 16:46:05 2020,2706819984,1,5
Wed Jan 15 18:00:33 2020,2879751686,0,172931702
Wed Jan 15 18:00:33 2020,2879751691,1,5
Wed Jan 15 18:59:53 2020,2144113199,0,735638492
Wed Jan 15 18:59:53 2020,2144113204,1,5
Wed Jan 15 18:59:53 2020,2144113349,0,145
Wed Jan 15 18:59:53 2020,2144113354,1,5
Wed Jan 15 18:59:53 2020,2144113409,0,55
Wed Jan 15 18:59:53 2020,2144113414,1,5
Wed Jan 15 18:59:53 2020,2144113614,0,200
Wed Jan 15 18:59:53 2020,2144113619,1,5
Wed Jan 15 18:59:53 2020,2144113639,0,20
Wed Jan 15 18:59:53 2020,2144113644,1,5
Wed Jan 15 18:59:53 2020,2144113774,0,130
Wed Jan 15 18:59:53 2020,2144113779,1,5
Wed Jan 15 18:59:53 2020,2144114069,0,290
Wed Jan 15 18:59:53 2020,2144114074,1,5
Wed Jan 15 18:59:53 2020,2144114119,0,45
Wed Jan 15 18:59:53 2020,2144114124,1,5
Wed Jan 15 18:59:59 2020,2150738710,0,6624586
Wed Jan 15 18:59:59 2020,2150738715,1,5
Wed Jan 15 19:00:02 2020,2153603318,0,2864603
Wed Jan 15 19:00:02 2020,2153603333,1,15
Wed Jan 15 19:00:02 2020,2153603348,0,15
Wed Jan 15 19:00:02 2020,2153603353,1,5
Wed Jan 15 19:00:02 2020,2153603368,0,15
Wed Jan 15 19:00:02 2020,2153603373,1,5
Wed Jan 15 19:00:02 2020,2153603413,0,40
Wed Jan 15 19:00:02 2020,2153603418,1,5
Wed Jan 15 19:00:02 2020,2153603443,0,25
Wed Jan 15 19:00:02 2020,2153603448,1,5
Wed Jan 15 19:00:02 2020,2153603488,0,40
Wed Jan 15 19:00:02 2020,2153603493,1,5
Wed Jan 15 19:00:12 2020,2163936139,0,10332646
Wed Jan 15 19:00:12 2020,2163936144,1,5
Wed Jan 15 19:00:12 2020,2163936194,0,50
Wed Jan 15 19:00:12 2020,2163936199,1,5
Wed Jan 15 19:00:18 2020,2169865279,0,5929080
Wed Jan 15 19:00:18 2020,2169865284,1,5
Wed Jan 15 19:00:18 2020,2169865304,0,20
Wed Jan 15 19:00:18 2020,2169865309,1,5
Wed Jan 15 19:01:47 2020,2258765434,0,88900125
Wed Jan 15 19:01:47 2020,2258765439,1,5
Wed Jan 15 19:01:47 2020,2258847759,0,82320
Wed Jan 15 19:01:47 2020,2258847764,1,5
Wed Jan 15 19:01:53 2020,2264074987,0,5227223
Wed Jan 15 19:01:53 2020,2264074992,1,5
Wed Jan 15 19:02:27 2020,2298946296,0,34871304
Wed Jan 15 19:02:27 2020,2298946301,1,5
Wed Jan 15 19:02:27 2020,2298946356,0,55
Wed Jan 15 19:02:27 2020,2298946361,1,5
Wed Jan 15 19:02:27 2020,2298946431,0,70
Wed Jan 15 19:02:27 2020,2298946441,1,10
Wed Jan 15 19:02:27 2020,2298946461,0,20
Wed Jan 15 19:02:27 2020,2298946466,1,5
Wed Jan 15 19:02:27 2020,2298946676,0,210
Wed Jan 15 19:02:27 2020,2298946681,1,5
Wed Jan 15 19:02:27 2020,2298946686,0,5
Wed Jan 15 19:02:27 2020,2298946691,1,5
Wed Jan 15 19:02:27 2020,2298946921,0,230
Wed Jan 15 19:02:27 2020,2298946926,1,5
Wed Jan 15 19:02:27 2020,2298946941,0,15
Wed Jan 15 19:02:27 2020,2298946946,1,5
Wed Jan 15 19:02:27 2020,2298947196,0,250
Wed Jan 15 19:02:27 2020,2298947201,1,5
Thu Jan 16 01:15:26 2020,3203248706,0,904301505
Thu Jan 16 01:15:26 2020,3203248711,1,5
Thu Jan 16 03:03:33 2020,1099926701,0,2103322010
Thu Jan 16 03:03:33 2020,1099926711,1,10
Thu Jan 16 05:41:08 2020,1964754253,0,864827542
Thu Jan 16 05:41:08 2020,1964754258,1,5
Thu Jan 16 11:08:04 2020,105982145,0,1858772113
Thu Jan 16 11:08:04 2020,105982175,1,30
Thu Jan 16 11:08:04 2020,105982210,0,35
Thu Jan 16 11:08:04 2020,105982305,1,95
Thu Jan 16 11:08:04 2020,105982600,0,295
Thu Jan 16 11:08:04 2020,105982725,1,125
Thu Jan 16 11:08:04 2020,105982750,0,25
Thu Jan 16 11:08:05 2020,107048968,1,1066218
Thu Jan 16 13:32:09 2020,161152233,0,54103265
Thu Jan 16 13:32:09 2020,161152238,1,5
Thu Jan 16 14:48:40 2020,457174286,0,296022048
Thu Jan 16 14:48:40 2020,457174301,1,15
Thu Jan 16 14:48:40 2020,457174351,0,50
Thu Jan 16 14:48:40 2020,457174456,1,105
Thu Jan 16 14:48:40 2020,457174791,0,335
Thu Jan 16 14:48:40 2020,457174816,1,25
Thu Jan 16 14:48:40 2020,457174946,0,130
Thu Jan 16 14:48:40 2020,457175161,1,215
Thu Jan 16 14:48:40 2020,457175251,0,90
Thu Jan 16 14:48:41 2020,458168644,1,993393
Thu Jan 16 14:48:41 2020,458168974,0,330
Thu Jan 16 14:48:41 2020,458169084,1,110
Thu Jan 16 14:48:41 2020,458169439,0,355
Thu Jan 16 14:48:41 2020,458169454,1,15
Thu Jan 16 14:48:41 2020,458169459,0,5
Thu Jan 16 14:48:41 2020,458169584,1,125
