timestamp,tick (Âµs),input,delta (time input was stable)
Thu Jan 16 14:48:41 2020,458169629,0,45
Thu Jan 16 14:48:41 2020,458169654,1,25
Thu Jan 16 14:50:45 2020,582730709,0,124561055
Thu Jan 16 14:50:45 2020,582730749,1,40
Thu Jan 16 14:50:45 2020,582731289,0,540
Thu Jan 16 14:50:45 2020,582731309,1,20
Thu Jan 16 14:50:45 2020,582731394,0,85
Thu Jan 16 14:50:45 2020,582731429,1,35
Thu Jan 16 14:50:45 2020,582731499,0,70
Thu Jan 16 14:50:45 2020,582731519,1,20
Thu Jan 16 14:50:45 2020,582731609,0,90
Thu Jan 16 14:50:45 2020,582731854,1,245
Thu Jan 16 14:50:45 2020,582731859,0,5
Thu Jan 16 14:50:46 2020,583717202,1,985343
Thu Jan 16 14:50:46 2020,583717402,0,200
Thu Jan 16 14:50:46 2020,583717672,1,270
Thu Jan 16 14:50:46 2020,583717852,0,180
Thu Jan 16 14:50:46 2020,583718032,1,180
Thu Jan 16 15:26:48 2020,2745349603,0,2161631571
Thu Jan 16 15:26:48 2020,2745349702,1,99
Thu Jan 16 15:26:48 2020,2745350153,0,451
Thu Jan 16 15:26:48 2020,2745350173,1,20
Thu Jan 16 15:26:48 2020,2745350218,0,45
Thu Jan 16 15:26:48 2020,2745350258,1,40
Thu Jan 16 15:26:48 2020,2745350268,0,10
Thu Jan 16 15:26:48 2020,2745350348,1,80
Thu Jan 16 15:26:48 2020,2745350543,0,195
Thu Jan 16 15:26:48 2020,2745350573,1,30
Thu Jan 16 15:26:48 2020,2745350608,0,35
Thu Jan 16 15:26:48 2020,2745350788,1,180
Thu Jan 16 15:26:48 2020,2745350843,0,55
Thu Jan 16 15:26:49 2020,2746494605,1,1143762
Thu Jan 16 15:26:49 2020,2746494950,0,345
Thu Jan 16 15:26:49 2020,2746495041,1,91
Thu Jan 16 15:26:49 2020,2746495091,0,50
Thu Jan 16 15:26:49 2020,2746495141,1,50
Thu Jan 16 15:26:49 2020,2746495240,0,99
Thu Jan 16 15:26:49 2020,2746495345,1,105
Thu Jan 16 15:26:49 2020,2746495350,0,5
Thu Jan 16 15:26:49 2020,2746495481,1,131
Thu Jan 16 15:26:49 2020,2746495491,0,10
Thu Jan 16 15:26:49 2020,2746495621,1,130
Thu Jan 16 15:44:19 2020,3796722498,0,1050226877
Thu Jan 16 15:44:19 2020,3796722598,1,100
Thu Jan 16 15:44:19 2020,3796723009,0,411
Thu Jan 16 15:44:19 2020,3796723039,1,30
Thu Jan 16 15:44:19 2020,3796723114,0,75
Thu Jan 16 15:44:19 2020,3796723134,1,20
Thu Jan 16 15:44:19 2020,3796723364,0,230
Thu Jan 16 15:44:19 2020,3796723394,1,30
Thu Jan 16 15:44:19 2020,3796723434,0,40
Thu Jan 16 15:44:20 2020,3797787601,1,1064167
Thu Jan 16 15:44:20 2020,3797787861,0,260
Thu Jan 16 15:44:20 2020,3797787896,1,35
Thu Jan 16 15:44:20 2020,3797787921,0,25
Thu Jan 16 15:44:20 2020,3797787971,1,50
Thu Jan 16 15:44:20 2020,3797788081,0,110
Thu Jan 16 15:44:20 2020,3797788326,1,245
Thu Jan 16 15:44:20 2020,3797788446,0,120
Thu Jan 16 15:44:20 2020,3797788721,1,275
Thu Jan 16 16:24:43 2020,1925633057,0,1872155664
Thu Jan 16 16:24:43 2020,1925633157,1,100
Thu Jan 16 16:24:43 2020,1925633587,0,430
Thu Jan 16 16:24:43 2020,1925633612,1,25
Thu Jan 16 16:24:43 2020,1925633667,0,55
Thu Jan 16 16:24:43 2020,1925633802,1,135
Thu Jan 16 16:24:43 2020,1925633932,0,130
Thu Jan 16 16:24:43 2020,1925634007,1,75
Thu Jan 16 16:24:43 2020,1925634022,0,15
Thu Jan 16 16:24:44 2020,1926678525,1,1044503
Thu Jan 16 16:24:44 2020,1926678530,0,5
Thu Jan 16 16:24:44 2020,1926678795,1,265
Thu Jan 16 16:24:44 2020,1926679145,0,350
Thu Jan 16 16:24:44 2020,1926679160,1,15
Thu Jan 16 16:24:44 2020,1926679190,0,30
Thu Jan 16 16:24:44 2020,1926679230,1,40
Thu Jan 16 16:24:44 2020,1926679260,0,30
Thu Jan 16 16:24:44 2020,1926679335,1,75
Thu Jan 16 16:24:44 2020,1926679340,0,5
Thu Jan 16 16:24:44 2020,1926679525,1,185
Thu Jan 16 16:24:44 2020,1926679580,0,55
Thu Jan 16 16:24:44 2020,1926679930,1,350
Thu Jan 16 17:41:36 2020,2243591181,0,316911251
Thu Jan 16 17:41:36 2020,2243591186,1,5
Thu Jan 16 17:41:36 2020,2243591356,0,170
Thu Jan 16 17:41:36 2020,2243591361,1,5
Thu Jan 16 17:41:36 2020,2243591371,0,10
Thu Jan 16 17:41:36 2020,2243591376,1,5
Thu Jan 16 17:41:40 2020,2248044047,0,4452671
Thu Jan 16 17:41:40 2020,2248044052,1,5
Thu Jan 16 17:41:40 2020,2248044082,0,30
Thu Jan 16 17:41:40 2020,2248044087,1,5
Thu Jan 16 17:41:40 2020,2248044112,0,25
Thu Jan 16 17:41:40 2020,2248044117,1,5
Thu Jan 16 17:41:40 2020,2248044127,0,10
Thu Jan 16 17:41:40 2020,2248044132,1,5
Thu Jan 16 17:41:40 2020,2248044212,0,80
Thu Jan 16 17:41:40 2020,2248044217,1,5
Thu Jan 16 17:41:40 2020,2248044267,0,50
Thu Jan 16 17:41:40 2020,2248044272,1,5
Thu Jan 16 17:41:40 2020,2248044317,0,45
Thu Jan 16 17:41:40 2020,2248044322,1,5
Thu Jan 16 17:41:40 2020,2248044337,0,15
Thu Jan 16 17:41:40 2020,2248044342,1,5
Thu Jan 16 17:41:40 2020,2248044392,0,50
Thu Jan 16 17:41:40 2020,2248044402,1,10
Thu Jan 16 17:41:40 2020,2248044417,0,15
Thu Jan 16 17:41:40 2020,2248044422,1,5
Thu Jan 16 17:41:40 2020,2248044432,0,10
Thu Jan 16 17:41:40 2020,2248044437,1,5
Thu Jan 16 17:41:40 2020,2248044462,0,25
Thu Jan 16 17:41:40 2020,2248044467,1,5
Thu Jan 16 17:41:40 2020,2248044482,0,15
Thu Jan 16 17:41:40 2020,2248044487,1,5
Thu Jan 16 17:41:40 2020,2248044502,0,15
Thu Jan 16 17:41:40 2020,2248044507,1,5
Thu Jan 16 17:41:40 2020,2248044517,0,10
Thu Jan 16 17:41:40 2020,2248044522,1,5
Thu Jan 16 17:41:40 2020,2248044697,0,175
Thu Jan 16 17:41:40 2020,2248044702,1,5
Thu Jan 16 17:41:40 2020,2248044858,0,156
Thu Jan 16 17:41:40 2020,2248044863,1,5
Thu Jan 16 17:41:40 2020,2248044947,0,84
Thu Jan 16 17:41:40 2020,2248044952,1,5
Thu Jan 16 17:41:40 2020,2248045022,0,70
Thu Jan 16 17:41:40 2020,2248045027,1,5
Thu Jan 16 17:41:40 2020,2248045477,0,450
Thu Jan 16 17:41:40 2020,2248045487,1,10
Thu Jan 16 17:41:40 2020,2248045827,0,340
Thu Jan 16 17:41:40 2020,2248045832,1,5
Thu Jan 16 17:41:40 2020,2248045932,0,100
Thu Jan 16 17:41:40 2020,2248045937,1,5
Thu Jan 16 17:41:40 2020,2248046017,0,80
Thu Jan 16 17:41:40 2020,2248046022,1,5
Thu Jan 16 17:41:40 2020,2248046222,0,200
Thu Jan 16 17:41:40 2020,2248046227,1,5
Thu Jan 16 17:41:40 2020,2248046277,0,50
Thu Jan 16 17:41:40 2020,2248046282,1,5
Thu Jan 16 17:41:40 2020,2248046352,0,70
Thu Jan 16 17:41:40 2020,2248046357,1,5
Thu Jan 16 17:47:38 2020,2605930949,0,357884592
Thu Jan 16 17:47:38 2020,2605930954,1,5
Thu Jan 16 17:47:42 2020,2610269614,0,4338660
Thu Jan 16 17:47:42 2020,2610269619,1,5
Thu Jan 16 17:47:48 2020,2616238124,0,5968505
Thu Jan 16 17:47:48 2020,2616238129,1,5
Thu Jan 16 17:47:48 2020,2616238139,0,10
Thu Jan 16 17:47:48 2020,2616238144,1,5
Thu Jan 16 17:47:48 2020,2616238269,0,125
Thu Jan 16 17:47:48 2020,2616238274,1,5
Thu Jan 16 17:47:48 2020,2616238334,0,60
Thu Jan 16 17:47:48 2020,2616238339,1,5
Thu Jan 16 17:47:48 2020,2616238394,0,55
Thu Jan 16 17:47:48 2020,2616238399,1,5
Thu Jan 16 17:47:48 2020,2616238429,0,30
Thu Jan 16 17:47:48 2020,2616238434,1,5
Thu Jan 16 17:47:48 2020,2616238449,0,15
Thu Jan 16 17:47:48 2020,2616238454,1,5
Thu Jan 16 17:47:48 2020,2616238844,0,390
Thu Jan 16 17:47:48 2020,2616238849,1,5
Thu Jan 16 17:47:48 2020,2616239094,0,245
Thu Jan 16 17:47:48 2020,2616239099,1,5
Thu Jan 16 17:48:13 2020,2640471300,0,24232201
Thu Jan 16 17:48:13 2020,2640471305,1,5
Thu Jan 16 17:48:13 2020,2640471375,0,70
Thu Jan 16 17:48:13 2020,2640471380,1,5
Thu Jan 16 17:48:13 2020,2640471425,0,45
Thu Jan 16 17:48:13 2020,2640471430,1,5
Thu Jan 16 17:48:26 2020,2653899654,0,13428224
Thu Jan 16 17:48:26 2020,2653899659,1,5
Thu Jan 16 17:48:28 2020,2655954255,0,2054596
Thu Jan 16 17:48:28 2020,2655954260,1,5
Thu Jan 16 17:48:28 2020,2655954305,0,45
Thu Jan 16 17:48:28 2020,2655954310,1,5
Thu Jan 16 17:58:35 2020,3262810825,0,606856515
Thu Jan 16 17:58:35 2020,3262810830,1,5
Thu Jan 16 17:58:38 2020,3265670338,0,2859508
Thu Jan 16 17:58:38 2020,3265670343,1,5
Thu Jan 16 17:58:38 2020,3265670433,0,90
Thu Jan 16 17:58:38 2020,3265670438,1,5
Thu Jan 16 17:58:38 2020,3265672013,0,1575
Thu Jan 16 17:58:38 2020,3265672018,1,5
Thu Jan 16 17:58:43 2020,3271152672,0,5480654
Thu Jan 16 17:58:43 2020,3271152677,1,5
Thu Jan 16 17:58:44 2020,3272266650,0,1113973
Thu Jan 16 17:58:44 2020,3272266655,1,5
Thu Jan 16 17:58:44 2020,3272266660,0,5
Thu Jan 16 17:58:44 2020,3272266665,1,5
Thu Jan 16 17:58:44 2020,3272266680,0,15
Thu Jan 16 17:58:44 2020,3272266690,1,10
Thu Jan 16 17:58:44 2020,3272266725,0,35
Thu Jan 16 17:58:44 2020,3272266735,1,10
Thu Jan 16 17:58:44 2020,3272266740,0,5
Thu Jan 16 17:58:44 2020,3272266745,1,5
Thu Jan 16 17:58:44 2020,3272266780,0,35
Thu Jan 16 17:58:44 2020,3272266785,1,5
Thu Jan 16 17:58:44 2020,3272266845,0,60
Thu Jan 16 17:58:44 2020,3272266855,1,10
Thu Jan 16 17:58:44 2020,3272266900,0,45
Thu Jan 16 17:58:44 2020,3272266905,1,5
Thu Jan 16 17:58:44 2020,3272267065,0,160
Thu Jan 16 17:58:44 2020,3272267070,1,5
Thu Jan 16 17:58:44 2020,3272267200,0,130
Thu Jan 16 17:58:44 2020,3272267205,1,5
Thu Jan 16 19:25:35 2020,4187520635,0,915253430
Thu Jan 16 19:25:35 2020,4187520640,1,5
Thu Jan 16 20:05:39 2020,2297168060,0,1890352580
Thu Jan 16 20:05:39 2020,2297168065,1,5
Thu Jan 16 20:05:39 2020,2297168260,0,195
Thu Jan 16 20:05:39 2020,2297168265,1,5
Thu Jan 16 22:16:20 2020,1547818812,0,749349453
Thu Jan 16 22:16:20 2020,1547818817,1,5
Thu Jan 16 22:49:14 2020,3522404084,0,1974585267
Thu Jan 16 22:49:14 2020,3522404089,1,5
Fri Jan 17 06:55:52 2020,2655368770,0,867035319
Fri Jan 17 06:55:52 2020,2655368775,1,5
Fri Jan 17 10:44:31 2020,3489682429,0,834313654
Fri Jan 17 10:44:31 2020,3489682434,1,5
Fri Jan 17 11:17:18 2020,1162276493,0,2327405941
Fri Jan 17 11:17:18 2020,1162276533,1,40
Fri Jan 17 11:17:18 2020,1162276553,0,20
Fri Jan 17 11:17:18 2020,1162276648,1,95
Fri Jan 17 11:17:18 2020,1162276998,0,350
Fri Jan 17 11:17:18 2020,1162277058,1,60
Fri Jan 17 11:17:18 2020,1162277073,0,15
Fri Jan 17 11:17:19 2020,1163291655,1,1014582
Fri Jan 17 11:17:19 2020,1163291755,0,100
Fri Jan 17 11:17:19 2020,1163291840,1,85
Fri Jan 17 12:47:18 2020,2267190684,0,1103898844
Fri Jan 17 12:47:18 2020,2267190689,1,5
Fri Jan 17 13:44:18 2020,1391521157,0,875669532
Fri Jan 17 13:44:18 2020,1391521167,1,10
Fri Jan 17 13:44:18 2020,1391521222,0,55
Fri Jan 17 13:44:18 2020,1391521327,1,105
Fri Jan 17 13:44:18 2020,1391521727,0,400
Fri Jan 17 13:44:18 2020,1391521787,1,60
Fri Jan 17 13:44:18 2020,1391521802,0,15
Fri Jan 17 13:44:18 2020,1391521952,1,150
Fri Jan 17 13:44:18 2020,1391522087,0,135
Fri Jan 17 13:44:18 2020,1391522152,1,65
Fri Jan 17 13:44:18 2020,1391522162,0,10
Fri Jan 17 13:44:19 2020,1392557049,1,1034887
Fri Jan 17 13:44:19 2020,1392557164,0,115
Fri Jan 17 13:44:19 2020,1392557259,1,95
Fri Jan 17 13:44:19 2020,1392557264,0,5
Fri Jan 17 13:44:19 2020,1392557909,1,645
Fri Jan 17 13:44:19 2020,1392558034,0,125
Fri Jan 17 13:44:19 2020,1392558064,1,30
Fri Jan 17 13:47:54 2020,1607595063,0,215036999
Fri Jan 17 13:47:54 2020,1607595068,1,5
Fri Jan 17 14:31:41 2020,4235487000,0,2627891932
Fri Jan 17 14:31:41 2020,4235487005,1,5
Fri Jan 17 17:20:20 2020,1469269256,0,2766217749
Fri Jan 17 17:20:20 2020,1469269271,1,15
Fri Jan 17 17:20:20 2020,1469269321,0,50
Fri Jan 17 17:20:20 2020,1469269426,1,105
Fri Jan 17 17:20:20 2020,1469269816,0,390
Fri Jan 17 17:20:20 2020,1469269846,1,30
Fri Jan 17 17:20:20 2020,1469269931,0,85
Fri Jan 17 17:20:20 2020,1469269991,1,60
Fri Jan 17 17:20:20 2020,1469269996,0,5
Fri Jan 17 17:20:20 2020,1469270066,1,70
Fri Jan 17 17:20:20 2020,1469270146,0,80
Fri Jan 17 17:20:21 2020,1470381104,1,1110958
Fri Jan 17 17:20:21 2020,1470381114,0,10
Fri Jan 17 17:20:21 2020,1470381539,1,425
Fri Jan 17 17:20:21 2020,1470381844,0,305
Fri Jan 17 17:20:21 2020,1470381884,1,40
Fri Jan 17 17:20:21 2020,1470381889,0,5
Fri Jan 17 17:20:21 2020,1470382019,1,130
Fri Jan 17 17:20:21 2020,1470382374,0,355
Fri Jan 17 17:20:21 2020,1470382409,1,35
Fri Jan 17 17:20:21 2020,1470382439,0,30
Fri Jan 17 17:20:21 2020,1470382564,1,125
Fri Jan 17 17:22:42 2020,1610740724,0,140358160
Fri Jan 17 17:22:42 2020,1610740729,1,5
Fri Jan 17 17:22:45 2020,1614217983,0,3477254
Fri Jan 17 17:22:45 2020,1614217988,1,5
Fri Jan 17 17:22:45 2020,1614217998,0,10
Fri Jan 17 17:22:45 2020,1614218003,1,5
Fri Jan 17 17:22:45 2020,1614218013,0,10
Fri Jan 17 17:22:45 2020,1614218018,1,5
Fri Jan 17 17:22:45 2020,1614218028,0,10
Fri Jan 17 17:22:45 2020,1614218033,1,5
Fri Jan 17 17:22:45 2020,1614218053,0,20
Fri Jan 17 17:22:45 2020,1614218058,1,5
Fri Jan 17 17:22:45 2020,1614218113,0,55
Fri Jan 17 17:22:45 2020,1614218123,1,10
Fri Jan 17 17:22:45 2020,1614218153,0,30
Fri Jan 17 17:22:45 2020,1614218163,1,10
Fri Jan 17 17:22:45 2020,1614218168,0,5
Fri Jan 17 17:22:45 2020,1614218173,1,5
Fri Jan 17 17:22:45 2020,1614218188,0,15
Fri Jan 17 17:22:45 2020,1614218193,1,5
Fri Jan 17 17:22:45 2020,1614218223,0,30
Fri Jan 17 17:22:45 2020,1614218253,1,30
Fri Jan 17 17:22:45 2020,1614218278,0,25
Fri Jan 17 17:22:45 2020,1614218283,1,5
Fri Jan 17 17:22:45 2020,1614218313,0,30
Fri Jan 17 17:22:45 2020,1614218318,1,5
Fri Jan 17 17:22:45 2020,1614218358,0,40
Fri Jan 17 17:22:45 2020,1614218363,1,5
Fri Jan 17 17:22:45 2020,1614218378,0,15
Fri Jan 17 17:22:45 2020,1614218383,1,5
Fri Jan 17 17:22:45 2020,1614218388,0,5
Fri Jan 17 17:22:45 2020,1614218393,1,5
Fri Jan 17 17:22:45 2020,1614218413,0,20
Fri Jan 17 17:22:45 2020,1614218418,1,5
Fri Jan 17 17:22:45 2020,1614218423,0,5
Fri Jan 17 17:22:45 2020,1614218428,1,5
Fri Jan 17 17:22:45 2020,1614218433,0,5
Fri Jan 17 17:22:45 2020,1614218438,1,5
Fri Jan 17 17:22:45 2020,1614218458,0,20
Fri Jan 17 17:22:45 2020,1614218463,1,5
Fri Jan 17 17:22:45 2020,1614218498,0,35
Fri Jan 17 17:22:45 2020,1614218503,1,5
Fri Jan 17 17:22:45 2020,1614218538,0,35
Fri Jan 17 17:22:45 2020,1614218543,1,5
Fri Jan 17 17:22:45 2020,1614218583,0,40
Fri Jan 17 17:22:45 2020,1614218588,1,5
Sat Jan 18 04:54:07 2020,146959677,0,1467258911
Sat Jan 18 04:54:07 2020,146959682,1,5
Sat Jan 18 06:55:49 2020,3154038841,0,3007079159
Sat Jan 18 06:55:49 2020,3154038846,1,5
Sat Jan 18 09:20:11 2020,3226493989,0,72455143
Sat Jan 18 09:20:11 2020,3226493994,1,5
Sat Jan 18 11:41:04 2020,3088866014,0,137627980
Sat Jan 18 11:41:04 2020,3088866019,1,5
Sat Jan 18 19:24:40 2020,840647623,0,2248218396
Sat Jan 18 19:24:40 2020,840647628,1,5
Sat Jan 18 19:25:37 2020,898142569,0,57494941
Sat Jan 18 19:25:37 2020,898142574,1,5
Sat Jan 18 19:25:37 2020,898143009,0,435
Sat Jan 18 19:25:37 2020,898143014,1,5
Sat Jan 18 19:25:37 2020,898143059,0,45
Sat Jan 18 19:25:37 2020,898143064,1,5
Sat Jan 18 19:25:37 2020,898143214,0,150
Sat Jan 18 19:25:37 2020,898143219,1,5
Sat Jan 18 21:35:55 2020,126283799,0,771859420
Sat Jan 18 21:35:55 2020,126283804,1,5
Sun Jan 19 02:09:39 2020,3665521559,0,3539237755
Sun Jan 19 02:09:39 2020,3665521574,1,15
Sun Jan 19 19:47:38 2020,2720277890,0,945243684
Sun Jan 19 19:47:38 2020,2720277900,1,10
Sun Jan 19 19:47:38 2020,2720277945,0,45
Sun Jan 19 19:47:38 2020,2720277950,1,5
Sun Jan 19 19:47:38 2020,2720278120,0,170
Sun Jan 19 19:47:38 2020,2720278125,1,5
Sun Jan 19 19:47:38 2020,2720278910,0,785
Sun Jan 19 19:47:38 2020,2720278915,1,5
Mon Jan 20 05:54:08 2020,455589732,0,2264689183
Mon Jan 20 05:54:08 2020,455589737,1,5
Mon Jan 20 10:31:43 2020,4225942477,0,3770352740
Mon Jan 20 10:31:43 2020,4225942482,1,5
Mon Jan 20 10:53:36 2020,1244268155,0,2981674327
Mon Jan 20 10:53:36 2020,1244268195,1,40
Mon Jan 20 10:53:36 2020,1244268220,0,25
Mon Jan 20 10:53:36 2020,1244268315,1,95
Mon Jan 20 10:53:36 2020,1244268600,0,285
Mon Jan 20 10:53:37 2020,1245368707,1,1100107
Mon Jan 20 10:53:37 2020,1245368752,0,45
Mon Jan 20 10:53:37 2020,1245368902,1,150
Mon Jan 20 13:02:36 2020,394654248,0,850714654
Mon Jan 20 13:02:36 2020,394654258,1,10
Mon Jan 20 13:02:36 2020,394654313,0,55
Mon Jan 20 13:02:36 2020,394654418,1,105
Mon Jan 20 13:02:36 2020,394654888,0,470
Mon Jan 20 13:02:36 2020,394654928,1,40
Mon Jan 20 13:02:36 2020,394654953,0,25
Mon Jan 20 13:02:36 2020,394655018,1,65
Mon Jan 20 13:02:36 2020,394655233,0,215
Mon Jan 20 13:02:36 2020,394655288,1,55
Mon Jan 20 13:02:36 2020,394655333,0,45
Mon Jan 20 13:02:36 2020,394655453,1,120
Mon Jan 20 13:02:36 2020,394655543,0,90
Mon Jan 20 13:02:36 2020,394655608,1,65
Mon Jan 20 13:02:36 2020,394655613,0,5
Mon Jan 20 13:02:36 2020,394655678,1,65
Mon Jan 20 13:02:36 2020,394655683,0,5
Mon Jan 20 13:02:36 2020,394655753,1,70
Mon Jan 20 13:02:36 2020,394655763,0,10
Mon Jan 20 13:02:37 2020,395638700,1,982937
Mon Jan 20 13:02:37 2020,395638735,0,35
Mon Jan 20 13:02:37 2020,395639206,1,471
Mon Jan 20 13:02:37 2020,395639590,0,384
Mon Jan 20 13:02:37 2020,395639670,1,80
Mon Jan 20 13:02:37 2020,395640065,0,395
Mon Jan 20 13:02:37 2020,395640075,1,10
Mon Jan 20 14:33:00 2020,1523476399,0,1127836324
Mon Jan 20 14:33:00 2020,1523476409,1,10
Mon Jan 20 14:33:00 2020,1523476464,0,55
Mon Jan 20 14:33:00 2020,1523476564,1,100
Mon Jan 20 14:33:00 2020,1523476954,0,390
Mon Jan 20 14:33:00 2020,1523476994,1,40
Mon Jan 20 14:33:00 2020,1523477069,0,75
Mon Jan 20 14:33:00 2020,1523477094,1,25
Mon Jan 20 14:33:00 2020,1523477119,0,25
Mon Jan 20 14:33:00 2020,1523477194,1,75
Mon Jan 20 14:33:00 2020,1523477329,0,135
Mon Jan 20 14:33:00 2020,1523477394,1,65
Mon Jan 20 14:33:00 2020,1523477414,0,20
Mon Jan 20 14:33:00 2020,1523477604,1,190
Mon Jan 20 14:33:00 2020,1523477639,0,35
Mon Jan 20 14:33:00 2020,1523477714,1,75
Mon Jan 20 14:33:00 2020,1523477724,0,10
Mon Jan 20 14:33:01 2020,1524434552,1,956828
Mon Jan 20 14:33:01 2020,1524434812,0,260
Mon Jan 20 14:33:01 2020,1524434862,1,50
Mon Jan 20 14:33:01 2020,1524434882,0,20
Mon Jan 20 14:33:01 2020,1524434952,1,70
Mon Jan 20 14:33:01 2020,1524434967,0,15
Mon Jan 20 14:33:01 2020,1524435087,1,120
Mon Jan 20 15:09:00 2020,3683698531,0,2159263444
Mon Jan 20 15:09:00 2020,3683698536,1,5
Mon Jan 20 15:31:29 2020,737058798,0,2946639738
Mon Jan 20 15:31:29 2020,737058803,1,5
Mon Jan 20 16:10:11 2020,3059756991,0,2322698188
Mon Jan 20 16:10:11 2020,3059756996,1,5
Mon Jan 20 16:10:11 2020,3059757056,0,60
Mon Jan 20 16:10:11 2020,3059757156,1,100
Mon Jan 20 16:10:11 2020,3059757556,0,400
Mon Jan 20 16:10:11 2020,3059757566,1,10
Mon Jan 20 16:10:11 2020,3059757657,0,91
Mon Jan 20 16:10:11 2020,3059757767,1,110
Mon Jan 20 16:10:11 2020,3059757927,0,160
Mon Jan 20 16:10:11 2020,3059757967,1,40
Mon Jan 20 16:10:11 2020,3059758032,0,65
Mon Jan 20 16:10:11 2020,3059758072,1,40
Mon Jan 20 16:10:11 2020,3059758122,0,50
Mon Jan 20 16:10:12 2020,3060800814,1,1042692
Mon Jan 20 16:10:12 2020,3060800834,0,20
Mon Jan 20 16:10:12 2020,3060801300,1,466
Mon Jan 20 16:10:12 2020,3060801320,0,20
Mon Jan 20 16:10:12 2020,3060801474,1,154
Mon Jan 20 16:10:12 2020,3060801684,0,210
Mon Jan 20 16:10:12 2020,3060802050,1,366
Mon Jan 20 16:10:12 2020,3060802144,0,94
Mon Jan 20 16:10:12 2020,3060802174,1,30
Mon Jan 20 16:10:12 2020,3060802214,0,40
Mon Jan 20 16:10:12 2020,3060802329,1,115
Mon Jan 20 16:36:07 2020,320573818,0,2740228511
Mon Jan 20 16:36:07 2020,320573918,1,100
Mon Jan 20 16:36:07 2020,320574314,0,396
Mon Jan 20 16:36:07 2020,320574334,1,20
Mon Jan 20 16:36:07 2020,320574428,0,94
Mon Jan 20 16:36:07 2020,320574548,1,120
Mon Jan 20 16:36:07 2020,320574638,0,90
Mon Jan 20 16:36:07 2020,320574703,1,65
Mon Jan 20 16:36:07 2020,320574718,0,15
Mon Jan 20 16:36:07 2020,320574963,1,245
Mon Jan 20 16:36:07 2020,320574978,0,15
Mon Jan 20 16:36:08 2020,321697801,1,1122823
Mon Jan 20 16:36:08 2020,321697921,0,120
Mon Jan 20 16:36:08 2020,321697931,1,10
Mon Jan 20 16:36:08 2020,321697976,0,45
Mon Jan 20 16:36:08 2020,321698821,1,845
