timestamp,tick (Âµs),input,delta (time input was stable)
Mon Jan 27 17:31:17 2020,133866526,0,15
Mon Jan 27 17:31:17 2020,133866531,1,5
Mon Jan 27 17:31:17 2020,133866596,0,65
Mon Jan 27 17:31:17 2020,133866601,1,5
Mon Jan 27 17:52:21 2020,1397459434,0,1263592833
Mon Jan 27 17:52:21 2020,1397459439,1,5
Mon Jan 27 18:07:32 2020,2308251084,0,910791645
Mon Jan 27 18:07:32 2020,2308251089,1,5
Mon Jan 27 22:20:12 2020,288880525,0,2019370564
Mon Jan 27 22:20:12 2020,288880560,1,35
Mon Jan 27 22:20:12 2020,288880590,0,30
Mon Jan 27 22:20:12 2020,288880680,1,90
Mon Jan 27 22:20:12 2020,288881130,0,450
Mon Jan 27 22:20:12 2020,288881305,1,175
Mon Jan 27 22:20:12 2020,288881485,0,180
Mon Jan 27 22:20:12 2020,288881530,1,45
Mon Jan 27 22:20:12 2020,288881540,0,10
Mon Jan 27 22:20:12 2020,288881905,1,365
Mon Jan 27 22:20:12 2020,288881920,0,15
Mon Jan 27 22:20:13 2020,289902368,1,1020448
Mon Jan 27 22:20:13 2020,289902428,0,60
Mon Jan 27 22:20:13 2020,289902813,1,385
Mon Jan 27 22:20:13 2020,289903048,0,235
Mon Jan 27 22:20:13 2020,289903078,1,30
Mon Jan 27 22:20:13 2020,289903118,0,40
Mon Jan 27 22:20:13 2020,289903373,1,255
Mon Jan 27 22:20:13 2020,289903528,0,155
Mon Jan 27 22:20:13 2020,289903568,1,40
Mon Jan 27 22:21:20 2020,356816957,0,66913389
Mon Jan 27 22:21:20 2020,356816962,1,5
Tue Jan 28 07:30:52 2020,3264788522,0,2907971560
Tue Jan 28 07:30:52 2020,3264788527,1,5
Tue Jan 28 08:42:49 2020,3286978767,0,22190240
Tue Jan 28 08:42:49 2020,3286978772,1,5
Tue Jan 28 08:42:49 2020,3286978957,0,185
Tue Jan 28 08:42:49 2020,3286978962,1,5
Tue Jan 28 11:20:39 2020,4166768472,0,879789510
Tue Jan 28 11:20:39 2020,4166768477,1,5
Tue Jan 28 11:20:39 2020,4166768482,0,5
Tue Jan 28 11:20:39 2020,4166768532,1,50
Tue Jan 28 11:20:39 2020,4166768997,0,465
Tue Jan 28 11:20:39 2020,4166769022,1,25
Tue Jan 28 11:20:39 2020,4166769037,0,15
Tue Jan 28 11:20:39 2020,4166769137,1,100
Tue Jan 28 11:20:39 2020,4166769312,0,175
Tue Jan 28 11:20:39 2020,4166769342,1,30
Tue Jan 28 11:20:39 2020,4166769407,0,65
Tue Jan 28 11:20:39 2020,4166769437,1,30
Tue Jan 28 11:20:39 2020,4166769472,0,35
Tue Jan 28 11:20:39 2020,4166769732,1,260
Tue Jan 28 11:20:39 2020,4166769757,0,25
Tue Jan 28 11:20:40 2020,4167761455,1,991698
Tue Jan 28 11:20:40 2020,4167761845,0,390
Tue Jan 28 11:20:40 2020,4167761915,1,70
Tue Jan 28 11:20:40 2020,4167762210,0,295
Tue Jan 28 11:20:40 2020,4167762275,1,65
Tue Jan 28 11:48:06 2020,1519097380,0,2648664895
Tue Jan 28 11:48:06 2020,1519097385,1,5
Tue Jan 28 11:48:06 2020,1519097570,0,185
Tue Jan 28 11:48:06 2020,1519097575,1,5
Tue Jan 28 13:46:39 2020,41614140,0,1477483435
Tue Jan 28 13:46:39 2020,41614240,1,100
Tue Jan 28 13:46:39 2020,41614600,0,360
Tue Jan 28 13:46:39 2020,41614615,1,15
Tue Jan 28 13:46:39 2020,41614730,0,115
Tue Jan 28 13:46:39 2020,41615000,1,270
Tue Jan 28 13:46:39 2020,41615030,0,30
Tue Jan 28 13:46:40 2020,42731092,1,1116062
Tue Jan 28 13:46:40 2020,42731792,0,700
Tue Jan 28 13:46:40 2020,42731817,1,25
Tue Jan 28 13:46:40 2020,42731842,0,25
Tue Jan 28 13:46:40 2020,42731882,1,40
Tue Jan 28 13:46:40 2020,42732022,0,140
Tue Jan 28 13:46:40 2020,42732177,1,155
Tue Jan 28 13:48:02 2020,124522804,0,81790627
Tue Jan 28 13:48:02 2020,124522814,1,10
Tue Jan 28 13:48:02 2020,124522869,0,55
Tue Jan 28 13:48:02 2020,124522976,1,107
Tue Jan 28 13:48:02 2020,124523354,0,378
Tue Jan 28 13:48:02 2020,124523364,1,10
Tue Jan 28 13:48:02 2020,124523429,0,65
Tue Jan 28 13:48:02 2020,124523470,1,41
Tue Jan 28 13:48:02 2020,124523485,0,15
Tue Jan 28 13:48:02 2020,124523565,1,80
Tue Jan 28 13:48:02 2020,124523755,0,190
Tue Jan 28 13:48:02 2020,124523800,1,45
Tue Jan 28 13:48:02 2020,124523839,0,39
Tue Jan 28 13:48:03 2020,125535418,1,1011579
Tue Jan 28 13:48:03 2020,125535557,0,139
Tue Jan 28 13:48:03 2020,125535597,1,40
Tue Jan 28 13:48:03 2020,125535602,0,5
Tue Jan 28 13:48:03 2020,125536557,1,955
Tue Jan 28 13:59:51 2020,833480633,0,707944076
Tue Jan 28 13:59:51 2020,833480638,1,5
Tue Jan 28 14:58:03 2020,30786836,0,802693802
Tue Jan 28 14:58:03 2020,30786846,1,10
Tue Jan 28 14:58:03 2020,30786901,0,55
Tue Jan 28 14:58:03 2020,30787001,1,100
Tue Jan 28 14:58:03 2020,30787366,0,365
Tue Jan 28 14:58:03 2020,30787376,1,10
Tue Jan 28 14:58:03 2020,30787381,0,5
Tue Jan 28 14:58:03 2020,30787572,1,191
Tue Jan 28 14:58:03 2020,30787712,0,140
Tue Jan 28 14:58:03 2020,30787847,1,135
Tue Jan 28 14:58:03 2020,30787877,0,30
Tue Jan 28 14:58:03 2020,30788171,1,294
Tue Jan 28 14:58:03 2020,30788181,0,10
Tue Jan 28 14:58:04 2020,31819274,1,1031093
Tue Jan 28 14:58:04 2020,31819489,0,215
Tue Jan 28 14:58:04 2020,31819644,1,155
Tue Jan 28 14:58:04 2020,31819749,0,105
Tue Jan 28 14:58:04 2020,31819794,1,45
Tue Jan 28 14:58:04 2020,31819819,0,25
Tue Jan 28 14:58:04 2020,31819874,1,55
Tue Jan 28 14:58:04 2020,31819969,0,95
Tue Jan 28 14:58:04 2020,31820174,1,205
Tue Jan 28 15:23:28 2020,1555570205,0,1523750031
Tue Jan 28 15:23:28 2020,1555570210,1,5
Tue Jan 28 15:23:28 2020,1555570271,0,61
Tue Jan 28 15:23:28 2020,1555570371,1,100
Tue Jan 28 15:23:28 2020,1555570770,0,399
Tue Jan 28 15:23:28 2020,1555570775,1,5
Tue Jan 28 15:23:28 2020,1555570870,0,95
Tue Jan 28 15:23:28 2020,1555570995,1,125
Tue Jan 28 15:23:28 2020,1555571200,0,205
Tue Jan 28 15:23:28 2020,1555571646,1,446
Tue Jan 28 15:23:28 2020,1555571651,0,5
Tue Jan 28 15:23:29 2020,1556691233,1,1119582
Tue Jan 28 15:23:29 2020,1556691433,0,200
Tue Jan 28 15:23:29 2020,1556691608,1,175
Tue Jan 28 15:23:29 2020,1556691733,0,125
Tue Jan 28 15:23:29 2020,1556692288,1,555
Tue Jan 28 15:23:29 2020,1556692318,0,30
Tue Jan 28 15:23:29 2020,1556692403,1,85
Tue Jan 28 16:22:14 2020,786605373,0,770087030
Tue Jan 28 16:22:14 2020,786605378,1,5
Tue Jan 28 16:22:14 2020,786605388,0,10
Tue Jan 28 16:22:14 2020,786605433,1,45
Tue Jan 28 16:22:14 2020,786605974,0,541
Tue Jan 28 16:22:14 2020,786606034,1,60
Tue Jan 28 16:22:14 2020,786606254,0,220
Tue Jan 28 16:22:14 2020,786606329,1,75
Tue Jan 28 16:22:14 2020,786606334,0,5
Tue Jan 28 16:22:14 2020,786606374,1,40
Tue Jan 28 16:22:14 2020,786606389,0,15
Tue Jan 28 16:22:15 2020,787581651,1,975262
Tue Jan 28 16:22:15 2020,787581726,0,75
Tue Jan 28 16:22:15 2020,787582146,1,420
Tue Jan 28 16:22:15 2020,787582286,0,140
Tue Jan 28 16:22:15 2020,787582511,1,225
Tue Jan 28 17:13:28 2020,3861349510,0,3073766999
Tue Jan 28 17:13:28 2020,3861349515,1,5
Tue Jan 28 17:14:11 2020,3904352939,0,43003424
Tue Jan 28 17:14:11 2020,3904353034,1,95
Tue Jan 28 17:14:11 2020,3904353459,0,425
Tue Jan 28 17:14:11 2020,3904353624,1,165
Tue Jan 28 17:14:11 2020,3904353794,0,170
Tue Jan 28 17:14:11 2020,3904353824,1,30
Tue Jan 28 17:14:11 2020,3904353864,0,40
Tue Jan 28 17:14:11 2020,3904353929,1,65
Tue Jan 28 17:14:11 2020,3904353939,0,10
Tue Jan 28 17:14:12 2020,3905308197,1,954258
Tue Jan 28 17:14:12 2020,3905308507,0,310
Tue Jan 28 17:14:12 2020,3905308537,1,30
Tue Jan 28 17:14:12 2020,3905308572,0,35
Tue Jan 28 17:14:12 2020,3905308647,1,75
Tue Jan 28 17:14:12 2020,3905308987,0,340
Tue Jan 28 17:14:12 2020,3905309017,1,30
Tue Jan 28 18:32:39 2020,21819906,0,3883489111
Tue Jan 28 18:32:39 2020,21819911,1,5
Tue Jan 28 18:32:39 2020,21819976,0,65
Tue Jan 28 18:32:39 2020,21820076,1,100
Tue Jan 28 18:32:39 2020,21820467,0,391
Tue Jan 28 18:32:39 2020,21820502,1,35
Tue Jan 28 18:32:39 2020,21820572,0,70
Tue Jan 28 18:32:39 2020,21820617,1,45
Tue Jan 28 18:32:39 2020,21820817,0,200
Tue Jan 28 18:32:39 2020,21820847,1,30
Tue Jan 28 18:32:39 2020,21820932,0,85
Tue Jan 28 18:32:39 2020,21820982,1,50
Tue Jan 28 18:32:39 2020,21821001,0,19
Tue Jan 28 18:32:40 2020,22854884,1,1033883
Tue Jan 28 18:32:40 2020,22855259,0,375
Tue Jan 28 18:32:40 2020,22855359,1,100
Tue Jan 28 18:32:40 2020,22855424,0,65
Tue Jan 28 18:32:40 2020,22855459,1,35
Tue Jan 28 18:32:40 2020,22855489,0,30
Tue Jan 28 18:32:40 2020,22855529,1,40
Tue Jan 28 18:32:40 2020,22855549,0,20
Tue Jan 28 18:32:40 2020,22855989,1,440
Tue Jan 28 19:07:45 2020,2128030867,0,2105174878
Tue Jan 28 19:07:45 2020,2128030872,1,5
Tue Jan 28 22:44:55 2020,2273275347,0,145244475
Tue Jan 28 22:44:55 2020,2273275352,1,5
Wed Jan 29 00:39:23 2020,551869414,0,1721405938
Wed Jan 29 00:39:23 2020,551869419,1,5
Wed Jan 29 00:39:23 2020,551869474,0,55
Wed Jan 29 00:39:23 2020,551869479,1,5
Wed Jan 29 05:35:09 2020,1117613708,0,565744229
Wed Jan 29 05:35:09 2020,1117613713,1,5
Wed Jan 29 08:06:18 2020,1597424536,0,479810823
Wed Jan 29 08:06:18 2020,1597424541,1,5
Wed Jan 29 09:03:40 2020,743798389,0,853626152
Wed Jan 29 09:03:40 2020,743798394,1,5
Wed Jan 29 10:59:41 2020,3410145187,0,2666346793
Wed Jan 29 10:59:41 2020,3410145222,1,35
Wed Jan 29 10:59:41 2020,3410145252,0,30
Wed Jan 29 10:59:41 2020,3410145342,1,90
Wed Jan 29 10:59:41 2020,3410145347,0,5
Wed Jan 29 10:59:41 2020,3410145352,1,5
Wed Jan 29 10:59:41 2020,3410145782,0,430
Wed Jan 29 10:59:41 2020,3410145962,1,180
Wed Jan 29 10:59:41 2020,3410146062,0,100
Wed Jan 29 10:59:42 2020,3411148230,1,1002168
Wed Jan 29 10:59:42 2020,3411148305,0,75
Wed Jan 29 10:59:42 2020,3411148380,1,75
Wed Jan 29 10:59:42 2020,3411148630,0,250
Wed Jan 29 10:59:42 2020,3411148765,1,135
Wed Jan 29 11:04:33 2020,3701926861,0,290778096
Wed Jan 29 11:04:33 2020,3701926906,1,45
Wed Jan 29 11:04:33 2020,3701927386,0,480
Wed Jan 29 11:04:33 2020,3701927392,1,6
Wed Jan 29 11:04:33 2020,3701927432,0,40
Wed Jan 29 11:04:33 2020,3701927541,1,109
Wed Jan 29 11:04:33 2020,3701927716,0,175
Wed Jan 29 11:04:33 2020,3701927751,1,35
Wed Jan 29 11:04:33 2020,3701927831,0,80
Wed Jan 29 11:04:34 2020,3702918288,1,990457
Wed Jan 29 11:04:34 2020,3702918674,0,386
Wed Jan 29 11:04:34 2020,3702918734,1,60
Wed Jan 29 11:04:34 2020,3702918739,0,5
Wed Jan 29 11:04:34 2020,3702918798,1,59
Wed Jan 29 16:28:48 2020,1682316070,0,2020602728
Wed Jan 29 16:28:48 2020,1682316085,1,15
Wed Jan 29 16:28:48 2020,1682316140,0,55
Wed Jan 29 16:28:48 2020,1682316195,1,55
Wed Jan 29 16:28:48 2020,1682316215,0,20
Wed Jan 29 16:28:48 2020,1682316240,1,25
Wed Jan 29 16:28:48 2020,1682316445,0,205
Wed Jan 29 16:28:48 2020,1682316460,1,15
Wed Jan 29 16:28:48 2020,1682316595,0,135
Wed Jan 29 16:28:48 2020,1682316620,1,25
Wed Jan 29 16:28:48 2020,1682316790,0,170
Wed Jan 29 16:28:48 2020,1682316860,1,70
Wed Jan 29 16:28:48 2020,1682316925,0,65
Wed Jan 29 16:28:48 2020,1682316995,1,70
Wed Jan 29 16:28:48 2020,1682317050,0,55
Wed Jan 29 16:28:49 2020,1683249223,1,932173
Wed Jan 29 16:28:49 2020,1683249583,0,360
Wed Jan 29 16:28:49 2020,1683249618,1,35
Wed Jan 29 16:28:49 2020,1683249643,0,25
Wed Jan 29 16:28:49 2020,1683249693,1,50
Wed Jan 29 16:28:49 2020,1683250183,0,490
Wed Jan 29 16:28:49 2020,1683250218,1,35
Wed Jan 29 16:28:49 2020,1683250273,0,55
Wed Jan 29 16:28:49 2020,1683250328,1,55
Wed Jan 29 16:33:17 2020,1951648862,0,268398534
Wed Jan 29 16:33:17 2020,1951648872,1,10
Wed Jan 29 16:33:17 2020,1951648897,0,25
Wed Jan 29 16:33:17 2020,1951648912,1,15
Wed Jan 29 16:33:17 2020,1951649452,0,540
Wed Jan 29 16:33:17 2020,1951649457,1,5
Wed Jan 29 16:33:17 2020,1951649502,0,45
Wed Jan 29 16:33:17 2020,1951649562,1,60
Wed Jan 29 16:33:17 2020,1951649882,0,320
Wed Jan 29 16:33:17 2020,1951649982,1,100
Wed Jan 29 16:33:17 2020,1951649987,0,5
Wed Jan 29 16:33:18 2020,1952644184,1,994197
Wed Jan 29 16:33:18 2020,1952644630,0,446
Wed Jan 29 16:33:18 2020,1952644655,1,25
Wed Jan 29 16:33:18 2020,1952645059,0,404
Wed Jan 29 16:33:18 2020,1952645109,1,50
Wed Jan 29 16:33:18 2020,1952645119,0,10
Wed Jan 29 16:33:18 2020,1952645194,1,75
Wed Jan 29 16:52:42 2020,3116282674,0,1163637480
Wed Jan 29 16:52:42 2020,3116282679,1,5
Wed Jan 29 17:45:32 2020,1991188756,0,1125093923
Wed Jan 29 17:45:32 2020,1991188761,1,5
Wed Jan 29 17:45:32 2020,1991188791,0,30
Wed Jan 29 17:45:32 2020,1991188796,1,5
Wed Jan 29 17:45:32 2020,1991188816,0,20
Wed Jan 29 17:45:32 2020,1991188821,1,5
Wed Jan 29 17:50:53 2020,2312203204,0,321014383
Wed Jan 29 17:50:53 2020,2312203219,1,15
Wed Jan 29 17:50:53 2020,2312203274,0,55
Wed Jan 29 17:50:53 2020,2312203369,1,95
Wed Jan 29 17:50:53 2020,2312203729,0,360
Wed Jan 29 17:50:53 2020,2312203764,1,35
Wed Jan 29 17:50:53 2020,2312203879,0,115
Wed Jan 29 17:50:53 2020,2312204084,1,205
Wed Jan 29 17:50:53 2020,2312204114,0,30
Wed Jan 29 17:50:53 2020,2312204164,1,50
Wed Jan 29 17:50:53 2020,2312204174,0,10
Wed Jan 29 17:50:54 2020,2313157931,1,953757
Wed Jan 29 17:50:54 2020,2313158096,0,165
Wed Jan 29 17:50:54 2020,2313158111,1,15
Wed Jan 29 17:50:54 2020,2313158136,0,25
Wed Jan 29 17:50:54 2020,2313158251,1,115
Wed Jan 29 17:50:54 2020,2313158261,0,10
Wed Jan 29 17:50:54 2020,2313158391,1,130
Wed Jan 29 17:50:54 2020,2313158586,0,195
Wed Jan 29 17:50:54 2020,2313158591,1,5
Wed Jan 29 17:50:54 2020,2313158626,0,35
Wed Jan 29 17:50:54 2020,2313158731,1,105
Wed Jan 29 17:50:54 2020,2313158736,0,5
Wed Jan 29 17:50:54 2020,2313158776,1,40
Wed Jan 29 18:03:09 2020,3048449862,0,735291086
Wed Jan 29 18:03:09 2020,3048449867,1,5
Wed Jan 29 18:18:53 2020,3992346201,0,943896334
Wed Jan 29 18:18:53 2020,3992346206,1,5
Wed Jan 29 18:18:53 2020,3992346231,0,25
Wed Jan 29 18:18:53 2020,3992346236,1,5
Wed Jan 29 18:33:06 2020,550537225,0,3441809011
Wed Jan 29 18:33:06 2020,550537230,1,5
Wed Jan 29 18:34:17 2020,622082090,0,71544860
Wed Jan 29 18:34:17 2020,622082100,1,10
Wed Jan 29 18:34:17 2020,622082160,0,60
Wed Jan 29 18:34:17 2020,622082256,1,96
Wed Jan 29 18:34:17 2020,622082635,0,379
Wed Jan 29 18:34:17 2020,622082655,1,20
Wed Jan 29 18:34:17 2020,622082756,0,101
Wed Jan 29 18:34:17 2020,622082841,1,85
Wed Jan 29 18:34:17 2020,622082875,0,34
Wed Jan 29 18:34:17 2020,622082925,1,50
Wed Jan 29 18:34:17 2020,622082965,0,40
Wed Jan 29 18:34:19 2020,623195898,1,1112933
Wed Jan 29 18:34:19 2020,623196228,0,330
Wed Jan 29 18:34:19 2020,623196258,1,30
Wed Jan 29 18:34:19 2020,623196278,0,20
Wed Jan 29 18:34:19 2020,623196403,1,125
Wed Jan 29 18:34:19 2020,623196574,0,171
Wed Jan 29 18:34:19 2020,623196628,1,54
Wed Jan 29 18:34:19 2020,623196648,0,20
Wed Jan 29 18:34:19 2020,623196958,1,310
Wed Jan 29 18:34:57 2020,661620550,0,38423592
Wed Jan 29 18:34:57 2020,661620555,1,5
Wed Jan 29 18:34:57 2020,661620605,0,50
Wed Jan 29 18:34:57 2020,661620610,1,5
Wed Jan 29 18:34:57 2020,661620650,0,40
Wed Jan 29 18:34:57 2020,661620655,1,5
Wed Jan 29 18:34:57 2020,661620720,0,65
Wed Jan 29 18:34:57 2020,661620730,1,10
Wed Jan 29 18:34:57 2020,661620885,0,155
Wed Jan 29 18:34:57 2020,661620890,1,5
Wed Jan 29 18:41:20 2020,1044279334,0,382658444
Wed Jan 29 18:41:20 2020,1044279339,1,5
Wed Jan 29 18:41:20 2020,1044279344,0,5
Wed Jan 29 18:41:20 2020,1044279349,1,5
Wed Jan 29 20:41:29 2020,3959133165,0,2914853816
Wed Jan 29 20:41:29 2020,3959133170,1,5
Wed Jan 29 20:44:46 2020,4155963184,0,196830014
Wed Jan 29 20:44:46 2020,4155963189,1,5
Wed Jan 29 20:44:46 2020,4155963224,0,35
Wed Jan 29 20:44:46 2020,4155963229,1,5
Wed Jan 29 20:44:46 2020,4155963894,0,665
Wed Jan 29 20:44:46 2020,4155963914,1,20
Wed Jan 29 20:44:46 2020,4155964004,0,90
Wed Jan 29 20:44:46 2020,4155964069,1,65
Wed Jan 29 20:44:46 2020,4155964079,0,10
Wed Jan 29 20:44:47 2020,4156940641,1,976562
Wed Jan 29 20:44:47 2020,4156940716,0,75
Wed Jan 29 20:44:47 2020,4156941036,1,320
Wed Jan 29 20:44:47 2020,4156941576,0,540
Wed Jan 29 20:44:47 2020,4156941631,1,55
Wed Jan 29 20:44:47 2020,4156941881,0,250
Wed Jan 29 20:44:47 2020,4156942066,1,185
Wed Jan 29 20:46:07 2020,4236486278,0,79544212
Wed Jan 29 20:46:07 2020,4236486288,1,10
Wed Jan 29 20:46:07 2020,4236486342,0,54
Wed Jan 29 20:46:07 2020,4236486442,1,100
Wed Jan 29 20:46:07 2020,4236486822,0,380
Wed Jan 29 20:46:07 2020,4236486832,1,10
Wed Jan 29 20:46:07 2020,4236486938,0,106
Wed Jan 29 20:46:07 2020,4236486987,1,49
Wed Jan 29 20:46:07 2020,4236487032,0,45
Wed Jan 29 20:46:07 2020,4236487122,1,90
Wed Jan 29 20:46:07 2020,4236487157,0,35
Wed Jan 29 20:46:08 2020,4237467950,1,980793
Wed Jan 29 20:46:08 2020,4237468210,0,260
Wed Jan 29 20:46:08 2020,4237468235,1,25
Wed Jan 29 20:46:08 2020,4237468260,0,25
Wed Jan 29 20:46:08 2020,4237468360,1,100
Wed Jan 29 20:46:08 2020,4237468380,0,20
Wed Jan 29 20:46:08 2020,4237468455,1,75
Wed Jan 29 20:46:40 2020,4270154713,0,32686258
Wed Jan 29 20:46:40 2020,4270154718,1,5
Wed Jan 29 20:46:40 2020,4270154833,0,115
Wed Jan 29 20:46:40 2020,4270154838,1,5
Wed Jan 29 20:46:40 2020,4270154853,0,15
Wed Jan 29 20:46:40 2020,4270154858,1,5
Wed Jan 29 20:46:40 2020,4270154938,0,80
Wed Jan 29 20:46:40 2020,4270154943,1,5
Wed Jan 29 20:46:40 2020,4270155003,0,60
Wed Jan 29 20:46:40 2020,4270155008,1,5
Wed Jan 29 20:46:40 2020,4270155013,0,5
Wed Jan 29 20:46:40 2020,4270155018,1,5
Wed Jan 29 20:46:40 2020,4270155188,0,170
Wed Jan 29 20:46:40 2020,4270155193,1,5
Wed Jan 29 20:46:40 2020,4270155533,0,340
Wed Jan 29 20:46:40 2020,4270155538,1,5
Wed Jan 29 20:46:40 2020,4270155568,0,30
Wed Jan 29 20:46:40 2020,4270155573,1,5
Wed Jan 29 20:46:40 2020,4270155678,0,105
Wed Jan 29 20:46:40 2020,4270155688,1,10
Wed Jan 29 20:46:40 2020,4270155828,0,140
Wed Jan 29 20:46:40 2020,4270155833,1,5
Wed Jan 29 20:46:40 2020,4270155888,0,55
Wed Jan 29 20:46:40 2020,4270155893,1,5
Wed Jan 29 20:46:41 2020,4270155983,0,90
Wed Jan 29 20:46:41 2020,4270155988,1,5
Wed Jan 29 20:46:41 2020,4270156284,0,296
Wed Jan 29 20:46:41 2020,4270156289,1,5
Wed Jan 29 20:46:41 2020,4270156388,0,99
Wed Jan 29 20:46:41 2020,4270156408,1,20
Wed Jan 29 20:46:41 2020,4270156458,0,50
Wed Jan 29 20:46:41 2020,4270156463,1,5
Wed Jan 29 20:46:41 2020,4270156473,0,10
Wed Jan 29 20:46:41 2020,4270156478,1,5
Wed Jan 29 20:46:41 2020,4270156498,0,20
Wed Jan 29 20:46:41 2020,4270156503,1,5
Wed Jan 29 20:46:41 2020,4270156583,0,80
Wed Jan 29 20:46:41 2020,4270156588,1,5
Wed Jan 29 20:46:41 2020,4270156648,0,60
Wed Jan 29 20:46:41 2020,4270156653,1,5
Wed Jan 29 20:46:41 2020,4270156728,0,75
Wed Jan 29 20:46:41 2020,4270156733,1,5
Wed Jan 29 20:46:41 2020,4270156848,0,115
Wed Jan 29 20:46:41 2020,4270156858,1,10
Wed Jan 29 20:46:41 2020,4270157093,0,235
Wed Jan 29 20:46:41 2020,4270157098,1,5
Wed Jan 29 20:46:41 2020,4270157138,0,40
Wed Jan 29 20:46:41 2020,4270157143,1,5
Wed Jan 29 20:46:41 2020,4270157578,0,435
Wed Jan 29 20:46:41 2020,4270157583,1,5
Wed Jan 29 20:46:41 2020,4270157608,0,25
Wed Jan 29 20:46:41 2020,4270157613,1,5
Wed Jan 29 20:46:41 2020,4270157698,0,85
Wed Jan 29 20:46:41 2020,4270157703,1,5
Wed Jan 29 20:46:41 2020,4270157863,0,160
Wed Jan 29 20:46:41 2020,4270157868,1,5
Wed Jan 29 20:46:41 2020,4270157918,0,50
Wed Jan 29 20:46:41 2020,4270157923,1,5
Wed Jan 29 20:46:41 2020,4270157973,0,50
Wed Jan 29 20:46:41 2020,4270157978,1,5
Wed Jan 29 20:46:41 2020,4270158033,0,55
Wed Jan 29 20:46:41 2020,4270158038,1,5
Wed Jan 29 20:46:41 2020,4270158123,0,85
Wed Jan 29 20:46:41 2020,4270158128,1,5
Wed Jan 29 20:46:41 2020,4270158183,0,55
Wed Jan 29 20:46:41 2020,4270158188,1,5
Wed Jan 29 20:46:41 2020,4270159208,0,1020
Wed Jan 29 20:46:41 2020,4270159213,1,5
Thu Jan 30 08:55:37 2020,762839392,0,3507319821
Thu Jan 30 08:55:37 2020,762839397,1,5
Thu Jan 30 11:35:45 2020,1780885453,0,1018046056
Thu Jan 30 11:35:45 2020,1780885458,1,5
Thu Jan 30 11:35:45 2020,1780885463,0,5
Thu Jan 30 11:35:45 2020,1780885473,1,10
Thu Jan 30 11:35:45 2020,1780885493,0,20
Thu Jan 30 11:35:45 2020,1780885498,1,5
